location,topic,topic_num,titles,urls,lat,long,category,world_score,canada_score,bc_score,image_urls
Ore.,car vehicle driver driving road highway truck crashing ,12,['35-year restoration project ‘labour of love’ for Mississauga man'],['https://www.thestar.com/autos/opinion/2020/05/08/35-year-restoration-project-labour-of-love-for-mississauga-man.html'],43.9792797,-120.737257,local,43.0,28.0,23.0,['https://www.thestar.com/autos/opinion/2020/05/08/35-year-restoration-project-labour-of-love-for-mississauga-man.html']
Ottawa,car vehicle driver driving road highway truck crashing ,12,['Vehicle crashes into Orleans building'],['https://ottawa.ctvnews.ca/vehicle-crashes-into-orleans-building-1.5027013'],45.421106,-75.690308,local,43.0,28.0,23.0,['https://ottawa.ctvnews.ca/vehicle-crashes-into-orleans-building-1.5027013']
PARIS,car vehicle driver driving road highway truck crashing ,12,"[""Road traffic microplastics flooding world's oceans: study""]",['https://www.ctvnews.ca/sci-tech/road-traffic-microplastics-flooding-world-s-oceans-study-1.5023513'],48.8566969,2.3514616000000004,local,43.0,28.0,23.0,['https://www.ctvnews.ca/sci-tech/road-traffic-microplastics-flooding-world-s-oceans-study-1.5023513']
Parthenon,car vehicle driver driving road highway truck crashing ,12,['Artist takes inspiration from the ‘Golden Ratio’'],['https://www.thestar.com/autos/opinion/2020/06/05/artist-takes-inspiration-from-the-golden-ratio.html'],37.9715141,23.726649846307158,local,43.0,28.0,23.0,['https://www.thestar.com/autos/opinion/2020/06/05/artist-takes-inspiration-from-the-golden-ratio.html']
Pebble Beach,car vehicle driver driving road highway truck crashing ,12,"[""Car-mad Matthews 'fell' into job judging world's best""]",['https://www.richmond-news.com/arts/car-mad-matthews-fell-into-job-judging-world-s-best-1.497375'],42.8322855,-77.70777790000001,local,43.0,28.0,23.0,['https://www.richmond-news.com/arts/car-mad-matthews-fell-into-job-judging-world-s-best-1.497375']
Pomeroy,car vehicle driver driving road highway truck crashing ,12,"[""WHAT'S IN YOUR GARAGE: Bill Pomeroy's 1963 Corvair""]",['https://www.nsnews.com/auto/what-s-in-your-garage-bill-pomeroy-s-1963-corvair-1.24123032'],42.5510885,-94.6838687,local,43.0,28.0,23.0,['https://www.nsnews.com/auto/what-s-in-your-garage-bill-pomeroy-s-1963-corvair-1.24123032']
Priya,car vehicle driver driving road highway truck crashing ,12,"['This 19-year-old nursing student makes $1,000 a month working part-time at a cafe and is worried about mounting student debt. How can she prepare for the future?']",['https://www.thestar.com/business/personal_finance/2020/07/13/this-19-year-old-nursing-student-makes-1000-a-month-working-part-time-at-a-cafe-and-is-worried-about-mounting-student-debt-how-can-she-prepare-for-the-future.html'],43.1982425,-5.4865067000000005,local,43.0,28.0,23.0,['https://www.thestar.com/business/personal_finance/2020/07/13/this-19-year-old-nursing-student-makes-1000-a-month-working-part-time-at-a-cafe-and-is-worried-about-mounting-student-debt-how-can-she-prepare-for-the-future.html']
Richmond,car vehicle driver driving road highway truck crashing ,12,"['First driving simulator centre opens in Richmond', ""Photos: Richmond firefighters' car wash""]","['https://www.richmond-news.com/business/first-driving-simulator-centre-opens-in-richmond-1.24025037', 'https://www.richmond-news.com/photos-videos/photos/photos-richmond-firefighters-car-wash-1.23969058']",37.5385087,-77.43428,local,43.0,28.0,23.0,"['https://www.richmond-news.com/business/first-driving-simulator-centre-opens-in-richmond-1.24025037', 'https://www.richmond-news.com/photos-videos/photos/photos-richmond-firefighters-car-wash-1.23969058']"
Ronaghan,car vehicle driver driving road highway truck crashing ,12,['South Surrey crash victim honoured by KPU for ‘determination and strength’ – North Delta Reporter'],['https://www.northdeltareporter.com/community/south-surrey-crash-victim-honoured-by-kpu-for-determination-and-strength/'],0.0,0.0,local,43.0,28.0,23.0,['https://www.northdeltareporter.com/community/south-surrey-crash-victim-honoured-by-kpu-for-determination-and-strength/']
Seattle,car vehicle driver driving road highway truck crashing ,12,"['Amazon buys driverless startup Zoox, cites ride-hailing prowess', 'Pandemic has travellers rediscovering the open road, and camper vans']","['https://www.thestar.com/business/technology/2020/06/26/amazon-buys-driverless-startup-zoox-cites-ride-hailing-prowess.html', 'https://www.therecord.com/ts/life/travel/2020/07/10/pandemic-has-travellers-rediscovering-the-open-road-and-camper-vans.html']",47.6038321,-122.3300624,local,43.0,28.0,23.0,"['https://www.thestar.com/business/technology/2020/06/26/amazon-buys-driverless-startup-zoox-cites-ride-hailing-prowess.html', 'https://www.therecord.com/ts/life/travel/2020/07/10/pandemic-has-travellers-rediscovering-the-open-road-and-camper-vans.html']"
Sport,car vehicle driver driving road highway truck crashing ,12,['REVIEW: Here’s a (relatively) practical Porsche 911'],['https://www.nsnews.com/auto/review-here-s-a-relatively-practical-porsche-911-1.24089033'],30.0549238,-90.6673122,local,43.0,28.0,23.0,['https://www.nsnews.com/auto/review-here-s-a-relatively-practical-porsche-911-1.24089033']
Steveston,car vehicle driver driving road highway truck crashing ,12,['Photos: Sockeye Run Car Show'],['https://www.richmond-news.com/photos-videos/photos/photos-sockeye-run-car-show-1.23850716'],49.1333276,-123.18333059999999,local,43.0,28.0,23.0,['https://www.richmond-news.com/photos-videos/photos/photos-sockeye-run-car-show-1.23850716']
Tacoma,car vehicle driver driving road highway truck crashing ,12,['GRINDING GEARS: These cars never change because drivers love them just the way they are'],['https://www.nsnews.com/auto/grinding-gears-these-cars-never-change-because-drivers-love-them-just-the-way-they-are-1.24054755'],47.2495798,-122.43987460000001,local,43.0,28.0,23.0,['https://www.nsnews.com/auto/grinding-gears-these-cars-never-change-because-drivers-love-them-just-the-way-they-are-1.24054755']
Temagami,car vehicle driver driving road highway truck crashing ,12,"['Kirkland Lake teen caught driving twice the speed limit, charged with stunt driving']",['https://northernontario.ctvnews.ca/kirkland-lake-teen-caught-driving-twice-the-speed-limit-charged-with-stunt-driving-1.5028529'],46.9736742,-80.07363445,local,43.0,28.0,23.0,['https://northernontario.ctvnews.ca/kirkland-lake-teen-caught-driving-twice-the-speed-limit-charged-with-stunt-driving-1.5028529']
Tillsonburg,car vehicle driver driving road highway truck crashing ,12,['Tractor driver facing charges for train crash'],['https://kitchener.ctvnews.ca/tractor-driver-facing-charges-for-train-crash-1.5027887'],42.859494,-80.7265015,local,43.0,28.0,23.0,['https://kitchener.ctvnews.ca/tractor-driver-facing-charges-for-train-crash-1.5027887']
Toronto,car vehicle driver driving road highway truck crashing ,12,"['Hamilton wins Styrian GP ahead of Mercedes teammate Bottas', 'Fine-by-mail for speeding near Toronto schools not enough', 'Council added 40 kms of bike lanes when nobody was looking', 'Cars Care supercars rally on Sunday to honour front-line workers battling COVID-19']","['https://www.ctvnews.ca/autos/hamilton-wins-styrian-gp-ahead-of-mercedes-teammate-bottas-1.5021012', 'https://www.thestar.com/autos/opinion/2020/07/10/fine-by-mail-for-speeding-near-toronto-schools-not-enough.html', 'https://www.thestar.com/autos/opinion/2020/06/05/council-added-40-kms-of-bike-lanes-when-nobody-was-looking.html', 'https://www.thestar.com/autos/opinion/2020/06/25/cars-care-supercars-rally-on-sunday-to-honour-front-line-workers-battling-covid-19.html']",43.6534817,-79.38393470000001,local,43.0,28.0,23.0,"['https://www.ctvnews.ca/autos/hamilton-wins-styrian-gp-ahead-of-mercedes-teammate-bottas-1.5021012', 'https://www.thestar.com/autos/opinion/2020/07/10/fine-by-mail-for-speeding-near-toronto-schools-not-enough.html', 'https://www.thestar.com/autos/opinion/2020/06/05/council-added-40-kms-of-bike-lanes-when-nobody-was-looking.html', 'https://www.thestar.com/autos/opinion/2020/06/25/cars-care-supercars-rally-on-sunday-to-honour-front-line-workers-battling-covid-19.html']"
Turbonique,car vehicle driver driving road highway truck crashing ,12,"[""GRINDING GEARS: Here's a story about a man who sold rocket boosters through the mail""]",['https://www.nsnews.com/auto/grinding-gears-here-s-a-story-about-a-man-who-sold-rocket-boosters-through-the-mail-1.24107507'],0.0,0.0,local,43.0,28.0,23.0,['https://www.nsnews.com/auto/grinding-gears-here-s-a-story-about-a-man-who-sold-rocket-boosters-through-the-mail-1.24107507']
U.K.,car vehicle driver driving road highway truck crashing ,12,['Why your next vehicle should be a Volkswagen'],['https://www.nsnews.com/standout/why-your-next-vehicle-should-be-a-volkswagen-1.2331942'],54.7023545,-3.2765752999999997,local,43.0,28.0,23.0,['https://www.nsnews.com/standout/why-your-next-vehicle-should-be-a-volkswagen-1.2331942']
U.S.,car vehicle driver driving road highway truck crashing ,12,"['Nissan rolls out new electric crossover, aims to boost image', ""Europe's shift to electric cars picks up despite recession"", 'Ride hailing, electric vehicles, self-driving cars: Ford Canada looks to future', 'Hyundai recalls 272K U.S. cars; electrical outlet can overheat', 'Comment: I just moved here and have U.S. plates: Stop looking for COVID scapegoats']","['https://www.ctvnews.ca/autos/nissan-rolls-out-new-electric-crossover-aims-to-boost-image-1.5024735', 'https://www.ctvnews.ca/autos/europe-s-shift-to-electric-cars-picks-up-despite-recession-1.5024832', 'https://www.vancouverobserver.com/news/ride-hailing-electric-vehicles-self-driving-cars-ford-canada-looks-future', 'https://www.ctvnews.ca/autos/hyundai-recalls-272k-u-s-cars-electrical-outlet-can-overheat-1.5025026', 'https://www.tricitynews.com/covid-19/comment-i-just-moved-here-and-have-u-s-plates-stop-looking-for-covid-scapegoats-1.24166631']",45.1895845,-88.73215845,local,43.0,28.0,23.0,"['https://www.ctvnews.ca/autos/nissan-rolls-out-new-electric-crossover-aims-to-boost-image-1.5024735', 'https://www.ctvnews.ca/autos/europe-s-shift-to-electric-cars-picks-up-despite-recession-1.5024832', 'https://www.vancouverobserver.com/news/ride-hailing-electric-vehicles-self-driving-cars-ford-canada-looks-future', 'https://www.ctvnews.ca/autos/hyundai-recalls-272k-u-s-cars-electrical-outlet-can-overheat-1.5025026', 'https://www.tricitynews.com/covid-19/comment-i-just-moved-here-and-have-u-s-plates-stop-looking-for-covid-scapegoats-1.24166631']"
Vancouver,car vehicle driver driving road highway truck crashing ,12,"['South Surrey car wash to help raise money for baby in need of $3M drug – North Delta Reporter', 'Does your personality make you a dangerous driver?', 'Car owners dish on Evo Car Share', ""GRINDING GEARS: Little Honda 'e' a test case for friendlier looking cars"", 'Mercedes-Benz Driving Academy for New Drivers']","['https://www.northdeltareporter.com/business/south-surrey-car-wash-to-help-raise-money-for-baby-in-need-of-3m-drug/', 'https://www.nsnews.com/standout/does-your-personality-make-you-a-dangerous-driver-1.2284170', 'https://www.vancouverobserver.com/travel/car-owners-dish-evo-car-share', 'https://www.nsnews.com/auto/grinding-gears-little-honda-e-a-test-case-for-friendlier-looking-cars-1.24076658', 'https://www.nsnews.com/standout/mercedes-benz-driving-academy-for-new-drivers-1.2284161']",49.2608724,-123.11395290000002,local,43.0,28.0,23.0,"['https://www.northdeltareporter.com/business/south-surrey-car-wash-to-help-raise-money-for-baby-in-need-of-3m-drug/', 'https://www.nsnews.com/standout/does-your-personality-make-you-a-dangerous-driver-1.2284170', 'https://www.vancouverobserver.com/travel/car-owners-dish-evo-car-share', 'https://www.nsnews.com/auto/grinding-gears-little-honda-e-a-test-case-for-friendlier-looking-cars-1.24076658', 'https://www.nsnews.com/standout/mercedes-benz-driving-academy-for-new-drivers-1.2284161']"
Vaughan,car vehicle driver driving road highway truck crashing ,12,"['Driver, 19, faces charges after allegedly revving his engine during Vaughan car meet']",['https://torontosun.com/news/local-news/driver-19-faces-charges-after-allegedly-revving-his-engine-during-vaughan-car-meet'],43.7941544,-79.52680229999999,local,43.0,28.0,23.0,['https://torontosun.com/news/local-news/driver-19-faces-charges-after-allegedly-revving-his-engine-during-vaughan-car-meet']
Woolwich Township,car vehicle driver driving road highway truck crashing ,12,['Two drivers charged with stunt driving'],['https://www.therecord.com/news/waterloo-region/2020/07/12/two-drivers-charged-with-stunt-driving.html'],51.4826696,0.06233350000000001,local,43.0,28.0,23.0,['https://www.therecord.com/news/waterloo-region/2020/07/12/two-drivers-charged-with-stunt-driving.html']
new city,car vehicle driver driving road highway truck crashing ,12,['Home insurance: know what’s covered'],['https://www.newwestrecord.ca/standout/home-insurance-know-what-s-covered-1.2280815'],41.1499825,-73.98989776091842,local,43.0,28.0,23.0,['https://www.newwestrecord.ca/standout/home-insurance-know-what-s-covered-1.2280815']
stimuli,car vehicle driver driving road highway truck crashing ,12,['Maybe it’s time for a psychological test for drivers'],['https://www.thestar.com/autos/opinion/2020/07/03/maybe-its-time-for-a-psychological-test-for-drivers.html'],0.0,0.0,local,43.0,28.0,23.0,['https://www.thestar.com/autos/opinion/2020/07/03/maybe-its-time-for-a-psychological-test-for-drivers.html']
the United Kingdom,car vehicle driver driving road highway truck crashing ,12,"['Lethal memory fail: Why drivers see, and then forget, motorcyclists']",['https://www.cbc.ca/radio/quirks/lethal-memory-fail-why-drivers-see-and-then-forget-motorcyclists-1.5298381'],54.7023545,-3.2765752999999997,local,43.0,28.0,23.0,['https://www.cbc.ca/radio/quirks/lethal-memory-fail-why-drivers-see-and-then-forget-motorcyclists-1.5298381']
Alberta,mask wear face public cover mandatory ,13,['More Reopening Canada | National Post'],['https://nationalpost.com/category/news/national/reopening-canada/more-reopening-canada/'],55.001251,-115.00213600000001,covid-19,71.0,47.0,48.0,['https://nationalpost.com/category/news/national/reopening-canada/more-reopening-canada/']
British Columbia,mask wear face public cover mandatory ,13,['Coquitlam woman hands out homemade masks to Costco and anyone passing her house'],['https://www.tricitynews.com/community/coquitlam-woman-hands-out-homemade-masks-to-costco-and-anyone-passing-her-house-1.24138138'],55.001251,-125.00244099999999,covid-19,71.0,47.0,48.0,['https://www.tricitynews.com/community/coquitlam-woman-hands-out-homemade-masks-to-costco-and-anyone-passing-her-house-1.24138138']
Burnaby,mask wear face public cover mandatory ,13,"['Opinion: Sorry, folks, but this isn’t ‘wearing’ a mask']",['https://www.tricitynews.com/opinion/opinion-sorry-folks-but-this-isn-t-wearing-a-mask-1.24168200'],49.2433804,-122.9725459,covid-19,71.0,47.0,48.0,['https://www.tricitynews.com/opinion/opinion-sorry-folks-but-this-isn-t-wearing-a-mask-1.24168200']
Canada,mask wear face public cover mandatory ,13,"['Sexologist likens face mask debate to condom debate: What can we learn from it? – Maple Ridge News', 'How to care for a person with COVID-19 at home: Advice for caregivers', ""U of T lab results finds coating on mask 'deactivates' 99% of SARS-CoV-2 virus""]","['https://www.mapleridgenews.com/trending-now/sexologist-likens-face-mask-debate-to-condom-debate-what-can-we-learn-from-it/', 'https://www.canada.ca/en/public-health/services/publications/diseases-conditions/how-to-care-for-person-with-covid-19-at-home-advice-for-caregivers.html', 'https://torontosun.com/news/national/u-of-t-lab-results-finds-coating-on-mask-deactivates-99-of-sars-cov-2-virus']",61.0666922,-107.9917071,covid-19,71.0,47.0,48.0,"['https://www.mapleridgenews.com/trending-now/sexologist-likens-face-mask-debate-to-condom-debate-what-can-we-learn-from-it/', 'https://www.canada.ca/en/public-health/services/publications/diseases-conditions/how-to-care-for-person-with-covid-19-at-home-advice-for-caregivers.html', 'https://torontosun.com/news/national/u-of-t-lab-results-finds-coating-on-mask-deactivates-99-of-sars-cov-2-virus']"
China,mask wear face public cover mandatory ,13,['Anti-masker who went on racist tirade at T&T Supermarket surrenders'],['https://torontosun.com/news/local-news/anti-masker-who-went-on-racist-tirade-at-tt-supermarket-surrenders'],35.000074,104.999927,covid-19,71.0,47.0,48.0,['https://torontosun.com/news/local-news/anti-masker-who-went-on-racist-tirade-at-tt-supermarket-surrenders']
City of Toronto,mask wear face public cover mandatory ,13,['Masks will be mandatory on GO Transit vehicles starting Tuesday'],['https://www.thestar.com/news/gta/2020/07/17/masks-will-be-mandatory-on-go-transit-vehicles-starting-tuesday.html'],43.7170226,-79.41978303501344,covid-19,71.0,47.0,48.0,['https://www.thestar.com/news/gta/2020/07/17/masks-will-be-mandatory-on-go-transit-vehicles-starting-tuesday.html']
Dorton,mask wear face public cover mandatory ,13,"['Halifax Transit strongly encourages mask use on buses, but some say it’s not enough']",['https://www.therecord.com/ts/news/canada/2020/07/10/halifax-transit-strongly-encourages-mask-use-on-buses-but-some-say-its-not-enough.html'],37.2767726,-82.5790436,covid-19,71.0,47.0,48.0,['https://www.therecord.com/ts/news/canada/2020/07/10/halifax-transit-strongly-encourages-mask-use-on-buses-but-some-say-its-not-enough.html']
Flint,mask wear face public cover mandatory ,13,['Man killed by police after mask dispute at Michigan store'],['https://www.therecord.com/ts/news/world/us/2020/07/14/man-killed-by-police-after-mask-dispute-at-michigan-store.html'],43.0161693,-83.6900211,covid-19,71.0,47.0,48.0,['https://www.therecord.com/ts/news/world/us/2020/07/14/man-killed-by-police-after-mask-dispute-at-michigan-store.html']
France,mask wear face public cover mandatory ,13,"['France says ‘merci’ to virus heroes on poignant Bastille Day', 'UK, France move to extend rules on face coverings in public']","['https://www.therecord.com/ts/news/world/europe/2020/07/14/france-celebrates-virus-heroes-on-redesigned-bastille-day.html', 'https://www.therecord.com/ts/news/world/europe/2020/07/14/uk-demands-the-public-wear-face-coverings-in-shops.html']",46.603354,1.8883334999999999,covid-19,71.0,47.0,48.0,"['https://www.therecord.com/ts/news/world/europe/2020/07/14/france-celebrates-virus-heroes-on-redesigned-bastille-day.html', 'https://www.therecord.com/ts/news/world/europe/2020/07/14/uk-demands-the-public-wear-face-coverings-in-shops.html']"
Fredericton,mask wear face public cover mandatory ,13,['Fredericton midway: much-needed normalcy or too risky for a pandemic?'],['https://atlantic.ctvnews.ca/fredericton-midway-much-needed-normalcy-or-too-risky-for-a-pandemic-1.5026223'],45.966425,-66.645813,covid-19,71.0,47.0,48.0,['https://atlantic.ctvnews.ca/fredericton-midway-much-needed-normalcy-or-too-risky-for-a-pandemic-1.5026223']
Greater Toronto,mask wear face public cover mandatory ,13,"['Face masks will soon be mandatory onboard GO Transit vehicles, including UP Express']",['https://toronto.ctvnews.ca/face-masks-will-soon-be-mandatory-onboard-go-transit-vehicles-including-up-express-1.5028655'],51.42936555,0.10139469856643134,covid-19,71.0,47.0,48.0,['https://toronto.ctvnews.ca/face-masks-will-soon-be-mandatory-onboard-go-transit-vehicles-including-up-express-1.5028655']
Hollywood,mask wear face public cover mandatory ,13,"[""Campaign encourages Toronto shoppers to stay a 'Hanks' apart""]",['https://torontosun.com/news/local-news/campaign-encourages-toronto-shoppers-to-stay-a-hanks-apart'],34.0980031,-118.32952320000001,covid-19,71.0,47.0,48.0,['https://torontosun.com/news/local-news/campaign-encourages-toronto-shoppers-to-stay-a-hanks-apart']
Hong Kong,mask wear face public cover mandatory ,13,['Someone put a mask on Harry Jerome statue in Vancouver'],['https://www.nsnews.com/sports/someone-put-a-mask-on-harry-jerome-statue-in-vancouver-1.24148002'],22.2793278,114.16281310000001,covid-19,71.0,47.0,48.0,['https://www.nsnews.com/sports/someone-put-a-mask-on-harry-jerome-statue-in-vancouver-1.24148002']
Lytton,mask wear face public cover mandatory ,13,"['Kumsheen Rafting offers socially distant, white water rafting']",['https://www.vancourier.com/living/kumsheen-rafting-offers-socially-distant-white-water-rafting-1.24156483'],50.2311317,-121.581601,covid-19,71.0,47.0,48.0,['https://www.vancourier.com/living/kumsheen-rafting-offers-socially-distant-white-water-rafting-1.24156483']
MONTREAL,mask wear face public cover mandatory ,13,"[""Montreal bus driver says he no longer disinfects bus, makes unfounded claim that COVID-19 is 'a false pandemic'""]",['https://montreal.ctvnews.ca/montreal-bus-driver-says-he-no-longer-disinfects-bus-makes-unfounded-claim-that-covid-19-is-a-false-pandemic-1.5017181'],45.4972159,-73.61036419999999,covid-19,71.0,47.0,48.0,['https://montreal.ctvnews.ca/montreal-bus-driver-says-he-no-longer-disinfects-bus-makes-unfounded-claim-that-covid-19-is-a-false-pandemic-1.5017181']
Manitoba,mask wear face public cover mandatory ,13,"[""Nearly half of Canadians aren't keen on wearing masks: Study"", '79% of Canadians think face masks should be mandatory in public places']","['https://torontosun.com/news/national/canadians-increasingly-afraid-of-contracting-covid-19-study-says', 'https://www.tricitynews.com/news/79-of-canadians-think-face-masks-should-be-mandatory-in-public-places-1.24171693']",55.001251,-97.001038,covid-19,71.0,47.0,48.0,"['https://torontosun.com/news/national/canadians-increasingly-afraid-of-contracting-covid-19-study-says', 'https://www.tricitynews.com/news/79-of-canadians-think-face-masks-should-be-mandatory-in-public-places-1.24171693']"
Montreal,mask wear face public cover mandatory ,13,"[""How Montreal's health experts are dealing with the risks of daily life""]",['https://www.cbc.ca/news/canada/montreal/health-experts-montreal-questionnaire-habits-1.5652521'],45.4972159,-73.61036419999999,covid-19,71.0,47.0,48.0,['https://www.cbc.ca/news/canada/montreal/health-experts-montreal-questionnaire-habits-1.5652521']
N.B.,mask wear face public cover mandatory ,13,['Volunteers discover a trunk of treasures at historic New Brunswick site'],['https://atlantic.ctvnews.ca/volunteers-discover-a-trunk-of-treasures-at-historic-new-brunswick-site-1.5025619'],39.830767,-84.923802,covid-19,71.0,47.0,48.0,['https://atlantic.ctvnews.ca/volunteers-discover-a-trunk-of-treasures-at-historic-new-brunswick-site-1.5025619']
New West,mask wear face public cover mandatory ,13,['Capital City Arcade to reopen in New West on July 10'],['https://www.newwestrecord.ca/business/capital-city-arcade-to-reopen-in-new-west-on-july-10-1.24167558'],49.2067726,-122.9108818,covid-19,71.0,47.0,48.0,['https://www.newwestrecord.ca/business/capital-city-arcade-to-reopen-in-new-west-on-july-10-1.24167558']
New York,mask wear face public cover mandatory ,13,"[""'GET YOUR A** COVERED': 'Karen' scolds woman wearing bikini at beach""]",['https://torontosun.com/news/weird/get-your-a-covered-karen-scolds-woman-wearing-bikini-at-beach'],40.7127281,-74.0060152,covid-19,71.0,47.0,48.0,['https://torontosun.com/news/weird/get-your-a-covered-karen-scolds-woman-wearing-bikini-at-beach']
Nova Scotia,mask wear face public cover mandatory ,13,"['Patients, visitors will be required to wear masks in N.S. health-care facilities']",['https://atlantic.ctvnews.ca/patients-visitors-will-be-required-to-wear-masks-in-n-s-health-care-facilities-1.5028697'],45.1960403,-63.1653789,covid-19,71.0,47.0,48.0,['https://atlantic.ctvnews.ca/patients-visitors-will-be-required-to-wear-masks-in-n-s-health-care-facilities-1.5028697']
Ontario,mask wear face public cover mandatory ,13,"['Public health unit warning of fake face mask exemption cards', 'New Normal: Casinos betting on temperature checks, chip cleaners', ""Opening indoor bars potentially risky, 'inhibitions are lowered': OMA"", 'Ontario will not make it mandatory to wear masks or face coverings', 'Community Panel debates regional move to mandatory masking']","['http://guelph.ctvnews.ca/public-health-unit-warning-of-fake-face-mask-exemption-cards-1.5025497', 'https://www.ctvnews.ca/health/coronavirus/new-normal-casinos-betting-on-temperature-checks-chip-cleaners-1.5028443', 'http://barrie.ctvnews.ca/opening-indoor-bars-potentially-risky-inhibitions-are-lowered-oma-1.5028776', 'https://toronto.ctvnews.ca/ontario-will-not-make-it-mandatory-to-wear-masks-or-face-coverings-1.4985945', 'https://www.therecord.com/news/waterloo-region/2020/07/11/community-panel-debates-regional-move-to-mandatory-masking.html']",50.000678,-86.000977,covid-19,71.0,47.0,48.0,"['http://guelph.ctvnews.ca/public-health-unit-warning-of-fake-face-mask-exemption-cards-1.5025497', 'https://www.ctvnews.ca/health/coronavirus/new-normal-casinos-betting-on-temperature-checks-chip-cleaners-1.5028443', 'http://barrie.ctvnews.ca/opening-indoor-bars-potentially-risky-inhibitions-are-lowered-oma-1.5028776', 'https://toronto.ctvnews.ca/ontario-will-not-make-it-mandatory-to-wear-masks-or-face-coverings-1.4985945', 'https://www.therecord.com/news/waterloo-region/2020/07/11/community-panel-debates-regional-move-to-mandatory-masking.html']"
Ottawa,mask wear face public cover mandatory ,13,"['Tips for washing, reusing and storing your cloth face mask', 'Ottawa and area businesses selling face masks during COVID-19 pandemic', 'Face masks an important tool, but shouldn’t be mandatory in Sask.: Microbiologist', 'Ottawa Public Health asks employees to wear masks in areas where they can be maskless']","['https://ottawa.ctvnews.ca/tips-for-washing-reusing-and-storing-your-cloth-face-mask-1.5020687', 'https://ottawa.ctvnews.ca/ottawa-and-area-businesses-selling-face-masks-during-covid-19-pandemic-1.4906261', 'http://saskatoon.ctvnews.ca/face-masks-an-important-tool-but-shouldn-t-be-mandatory-in-sask-microbiologist-1.5027794', 'https://ottawa.ctvnews.ca/ottawa-public-health-asks-employees-to-wear-masks-in-areas-where-they-can-be-maskless-1.5028747']",45.421106,-75.690308,covid-19,71.0,47.0,48.0,"['https://ottawa.ctvnews.ca/tips-for-washing-reusing-and-storing-your-cloth-face-mask-1.5020687', 'https://ottawa.ctvnews.ca/ottawa-and-area-businesses-selling-face-masks-during-covid-19-pandemic-1.4906261', 'http://saskatoon.ctvnews.ca/face-masks-an-important-tool-but-shouldn-t-be-mandatory-in-sask-microbiologist-1.5027794', 'https://ottawa.ctvnews.ca/ottawa-public-health-asks-employees-to-wear-masks-in-areas-where-they-can-be-maskless-1.5028747']"
Plexiglas,mask wear face public cover mandatory ,13,"['TikTok video shows Sault teen buying alcohol in LCBO dressed as senior, wearing mask']",['https://northernontario.ctvnews.ca/tiktok-video-shows-sault-teen-buying-alcohol-in-lcbo-dressed-as-senior-wearing-mask-1.5028708'],48.8745529,2.3890986,covid-19,71.0,47.0,48.0,['https://northernontario.ctvnews.ca/tiktok-video-shows-sault-teen-buying-alcohol-in-lcbo-dressed-as-senior-wearing-mask-1.5028708']
Queen’s Park,mask wear face public cover mandatory ,13,"[""'MY IQ IS 195': Video of 'Karen' at Toronto anti-mask protest goes viral""]",['https://torontosun.com/news/local-news/my-iq-is-195-video-of-karen-at-toronto-anti-mask-protest-goes-viral'],43.659659,-79.39033990000001,covid-19,71.0,47.0,48.0,['https://torontosun.com/news/local-news/my-iq-is-195-video-of-karen-at-toronto-anti-mask-protest-goes-viral']
Sullivan Heights Secondary,mask wear face public cover mandatory ,13,"['Surrey student makes hundreds of face masks, donates $2,700 to local hospitals – North Delta Reporter']",['https://www.northdeltareporter.com/community/surrey-student-makes-hundreds-of-face-masks-donates-2700-to-local-hospitals/'],49.254816250000005,-122.91095060699377,covid-19,71.0,47.0,48.0,['https://www.northdeltareporter.com/community/surrey-student-makes-hundreds-of-face-masks-donates-2700-to-local-hospitals/']
Toronto,mask wear face public cover mandatory ,13,"[""What you need to know about Toronto's mandatory mask policy"", 'Photos surface of Andrew Scheer failing to wear mask while travelling', ""A third of Canadians 'rarely' wear face masks, poll finds"", ""Toronto company hoping Tom Hanks has 'Big' impact as physical distance marker"", ""'We are at the right place': Toronto's top doctor answers COVID-19 questions""]","['https://toronto.ctvnews.ca/what-you-need-to-know-about-toronto-s-mandatory-mask-policy-1.5006032', 'https://www.tricitynews.com/covid-19/photos-surface-of-andrew-scheer-failing-to-wear-mask-while-travelling-1.24166366', 'https://bc.ctvnews.ca/a-third-of-canadians-rarely-wear-face-masks-poll-finds-1.5027899', 'http://www.tricitynews.com/life-sized-decals-of-tom-hanks-used-as-physical-distance-markers-in-toronto-1.24172276', 'https://www.cp24.com/news/we-are-at-the-right-place-toronto-s-top-doctor-answers-covid-19-questions-1.5025926']",43.6534817,-79.38393470000001,covid-19,71.0,47.0,48.0,"['https://toronto.ctvnews.ca/what-you-need-to-know-about-toronto-s-mandatory-mask-policy-1.5006032', 'https://www.tricitynews.com/covid-19/photos-surface-of-andrew-scheer-failing-to-wear-mask-while-travelling-1.24166366', 'https://bc.ctvnews.ca/a-third-of-canadians-rarely-wear-face-masks-poll-finds-1.5027899', 'http://www.tricitynews.com/life-sized-decals-of-tom-hanks-used-as-physical-distance-markers-in-toronto-1.24172276', 'https://www.cp24.com/news/we-are-at-the-right-place-toronto-s-top-doctor-answers-covid-19-questions-1.5025926']"
Tulsa,mask wear face public cover mandatory ,13,['Trump wears mask in public for first time during pandemic'],['https://www.tricitynews.com/covid-19/trump-wears-mask-in-public-for-first-time-during-pandemic-1.24168923'],36.1556805,-95.9929113,covid-19,71.0,47.0,48.0,['https://www.tricitynews.com/covid-19/trump-wears-mask-in-public-for-first-time-during-pandemic-1.24168923']
